age,gender,height,weight,body_fat_percentage,Resting_BPM,active_BPM,Exercise
25,F,165.6,56.3,23.4,77,110,Swimming
24,M,180.2,71.3,6.3,77,91,Dancing
64,M,163.2,64.4,23.6,77,106,Aerobics
25,M,180.3,90.9,17.7,77,99,Gymnastics
18,M,165.2,69.2,23.6,77,104,Pilates
21,M,173,78,19.2,77,109,Yoga
26,F,161.4,55.4,23.8,76,100,Golf
28,M,182.7,87.9,23.7,76,124,Bowling
55,F,148.8,50.1,37.8,76,104,Table Tennis
18,M,172.2,72.8,27.4,76,120,Hiking
35,F,151.6,50.16,33.5,76,82,Tai Bo
48,M,178.9,82.5,26.2,76,99,Rock Climbing
63,M,169.5,77.1,27.3,76,100,Weightlifting
24,M,173.3,62.8,15.2,76,118,Horseback Riding
26,F,160.7,48.3,21.8,76,93,Bicycle Riding
42,F,174.8,83,33.1,76,105,Dodgeball
19,F,159.7,62.1,36.8,76,107,Football
63,M,166.2,78.5,26.7,76,108,Walking
18,M,180,90.3,28.2,76,105,Jogging
25,F,171.9,55.4,28.2,75,113,Treadmill Running
28,M,178.1,73,14.9,75,113,Cycling
31,F,165.7,55.3,25.7,75,95,Swimming
52,M,169.5,81.5,28,75,101,Dancing
19,M,175.5,69.1,31,75,129,Aerobics
63,F,151.1,64.3,45.3,75,115,Gymnastics
62,M,175.5,70.1,15,75,98,Pilates
18,M,176.2,69.7,11.8,75,97,Yoga
18,M,173.6,75.4,20.1,75,123,Golf
59,F,158.3,52.6,22.4,75,117,Bowling
61,F,154.6,61.5,34.8,75,113,Table Tennis
61,M,176.7,89.6,25.9,75,131,Hiking
27,F,163.3,65.9,35.4,75,105,Tai Bo
18,M,171.1,85.5,33.6,75,116,Rock Climbing
58,F,161.3,47.7,15.9,75,113,Weightlifting
50,F,170.3,61.3,23.4,75,116,Horseback Riding
21,M,180.4,74.8,17.1,75,105,Bicycle Riding
26,M,168.1,70.7,25.4,75,99,Dodgeball
19,M,173.2,67.3,17.1,75,104,Football
18,M,175.6,72.7,17.2,75,94,Walking
59,F,158.3,56.1,23.1,74,108,Jogging
27,M,173.1,77.8,28.5,74,104,Treadmill Running
53,F,158.4,55.8,27.3,74,100,Cycling
55,F,164.2,67.8,32.7,74,103,Swimming
18,M,190.4,83.8,12.2,74,107,Dancing
55,F,166.8,67.8,34.2,74,105,Aerobics
31,M,173.3,87.4,14.8,74,101,Gymnastics
26,F,163.1,52.9,28.5,74,104,Pilates
14,F,167.3,59.8,25.2,74,101,Yoga
54,F,159.9,57.4,30.2,74,113,Golf
45,M,174.7,83.1,19.7,74,98,Bowling
20,M,166.1,73.5,26.8,74,98,Table Tennis
22,F,154.3,53.3,31,74,123,Hiking
64,F,161.9,54.8,22.2,73,119,Tai Bo
26,M,179.4,69,13.3,73,109,Rock Climbing
45,F,165,52.3,16,73,105,Weightlifting
28,M,165.9,61.1,8.6,73,99,Horseback Riding
35,F,161.8,65,35.3,73,123,Bicycle Riding
57,F,157.6,67.2,35.2,73,105,Dodgeball
20,M,176.4,83.6,16.2,73,103,Football
60,M,169.2,68,20.1,73,121,Walking
28,F,165.9,67.7,33.3,73,122,Jogging
63,F,160.8,57.1,32.4,73,111,Treadmill Running
14,M,176.5,62.2,13,73,138,Cycling
63,F,163.7,59.4,24.5,73,115,Swimming
18,M,179.4,79.4,17.5,73,109,Dancing
18,M,170.1,83.1,25.2,73,114,Aerobics
36,M,174.7,67.5,19.4,72,108,Gymnastics
46,F,159.3,54.7,34.2,72,110,Pilates
62,M,160.9,63.2,23.7,72,91,Yoga
19,M,179.4,62,18,72,96,Golf
56,F,163.3,89.6,43.7,72,103,Bowling
29,M,181.3,94.3,28,72,105,Table Tennis
14,M,169,72.3,22.9,72,114,Hiking
21,M,169.6,66.1,14.7,72,111,Tai Bo
56,F,156.6,57.4,27.2,72,103,Rock Climbing
60,F,154.8,58.7,38.9,72,104,Weightlifting
18,M,174.2,82.8,24.8,72,106,Horseback Riding
30,F,158,56.4,33,71,102,Bicycle Riding
42,M,180.1,70.4,13.3,71,91,Dodgeball
61,F,146.2,50.2,33.4,71,121,Football
25,F,164.5,60.3,30.5,71,118,Walking
18,M,177,58.1,10.9,71,140,Jogging
62,M,169,68.8,20,71,88,Treadmill Running
17,F,157.9,56.2,34.2,70,130,Cycling
21,M,168.6,63.5,14.7,70,92,Swimming
56,M,167,72.9,18.8,70,85,Dancing
61,F,161.4,57.1,28.5,70,82,Aerobics
18,F,154.8,69.4,38.1,70,110,Gymnastics
37,M,170.5,60.6,21.8,70,109,Pilates
53,F,160.2,63.2,27.2,70,101,Yoga
63,M,176.3,71.3,24,70,101,Golf
21,M,172.3,81.7,22.8,70,109,Bowling
63,M,167.1,71.5,21.5,70,86,Table Tennis
47,F,153.9,47.4,16.6,69,99,Hiking
22,F,154.6,57.1,31.3,69,100,Tai Bo
18,F,162.9,52,28.5,69,99,Rock Climbing
47,F,163.8,90.5,41.6,69,128,Weightlifting
48,M,182,96.7,35.1,69,93,Horseback Riding
53,F,157.5,56.7,32.9,69,101,Bicycle Riding
18,M,163.1,59.42,15.8,69,136,Dodgeball
24,M,175,72.2,29,69,88,Football
24,M,176.2,79.1,17.6,69,85,Walking
33,F,161.5,46,14.7,69,104,Jogging
29,M,168.5,70.4,19.4,68,89,Treadmill Running
25,M,176.6,86.2,22.7,68,96,Cycling
22,F,163.3,46.4,30.3,68,97,Swimming
62,F,153.7,53.2,33.4,68,107,Dancing
31,M,170.7,69,14.5,68,98,Aerobics
52,M,169.3,65.5,15.1,68,84,Gymnastics
18,M,180.4,80.3,18.6,67,90,Pilates
27,F,163.1,55.8,25.4,67,108,Yoga
18,M,163.9,60.3,18.5,67,136,Golf
59,F,152.3,60.4,33.1,67,128,Bowling
45,F,155.8,56.6,31.5,67,106,Table Tennis
40,M,186.4,83.9,16.4,67,95,Hiking
32,M,172.7,71.7,27,67,97,Tai Bo
62,F,156.1,57.9,41.3,67,99,Rock Climbing
42,F,161.7,51,19.9,67,106,Weightlifting
54,F,159.7,71,39.5,66,101,Horseback Riding
55,M,173.6,80.2,21,66,85,Bicycle Riding
24,F,165.2,56.1,29.6,66,124,Dodgeball
21,F,162.8,76.8,36.7,66,104,Football
57,F,156.3,49,21.9,65,95,Walking
17,M,179.6,63.6,9.4,65,94,Jogging
18,F,169.8,56,22.2,65,108,Treadmill Running
29,M,176.7,70.4,16.9,65,91,Cycling
57,F,151.2,57.7,37.2,64,98,Swimming
60,F,160.4,62.3,40.1,64,110,Dancing
60,F,150.7,57.4,33.3,64,115,Aerobics
46,M,170.4,80.5,30.5,64,94,Gymnastics
63,M,177.9,65.5,20.1,64,105,Pilates
22,M,170.8,84.9,26.8,64,109,Yoga
60,M,167,65.3,25.2,63,100,Golf
56,M,167.2,55.3,10.6,63,71,Bowling
61,F,156.1,53.9,23,63,94,Table Tennis
50,F,166.1,61.9,27.5,62,92,Hiking
43,F,167.3,54.3,20.5,62,83,Tai Bo
54,F,159.4,72.8,39.2,62,102,Rock Climbing
20,M,178.9,88.1,24.6,62,108,Weightlifting
60,F,148.1,55.8,40.2,61,88,Horseback Riding
22,F,171.8,56.4,22.7,61,105,Bicycle Riding
36,F,157.9,46,17.6,60,87,Dodgeball
60,F,155.3,55.5,33.6,59,104,Football
56,F,154.4,56.5,29,59,111,Walking
22,F,159.8,66.6,37,58,104,Jogging
58,M,170,70.4,17.5,58,94,Treadmill Running
59,F,162,71.6,38.3,58,92,Cycling
64,F,154.1,71.2,38.6,57,75,Swimming
17,F,165.9,52.5,21.5,57,123,Dancing
21,F,171.4,51.4,21.5,55,91,Aerobics
18,M,179.4,62.9,14.7,140,144,Gymnastics
19,F,149.9,57.6,38.7,140,179,Pilates
40,F,162.1,49.5,29.4,128,154,Yoga
18,F,164.3,54.5,25,125,146,Golf
18,M,172.7,68.6,20.9,125,148,Bowling
63,F,157,71,46.6,123,148,Table Tennis
18,M,181,89.3,33.1,122,148,Hiking
18,M,170.8,85.4,33.9,122,144,Tai Bo
18,M,181.9,94.9,27.7,122,148,Rock Climbing
28,F,158.9,42.9,18.1,121,130,Weightlifting
62,M,171.3,69.2,29.7,121,155,Horseback Riding
18,M,170.2,59.3,18.6,119,135,Bicycle Riding
20,F,167.9,55.2,20.3,117,138,Dodgeball
18,M,196.9,110.88,21.5,117,142,Football
21,M,171.7,89.5,20.8,116,130,Walking
25,M,174.3,63,9.3,116,124,Jogging
17,M,172.7,85.1,29.1,116,152,Treadmill Running
18,M,166.6,59.7,12.8,115,137,Cycling
23,F,155.1,46.8,29,114,142,Swimming
57,F,158,49.1,37.1,114,98,Dancing
19,M,171.5,63.9,17.9,114,130,Aerobics
58,M,182.4,80,20,114,133,Gymnastics
18,F,170.2,56.6,25.4,113,149,Pilates
14,M,169.1,76.4,29.5,113,135,Yoga
64,F,148.7,50.2,37.2,112,135,Golf
18,M,179,69.2,18.1,112,129,Bowling
58,F,157.9,59,34.9,112,140,Table Tennis
60,F,151.8,43.9,27.1,110,140,Hiking
18,M,178.7,78.3,17.4,110,143,Tai Bo
20,F,165.3,44.5,24.5,110,129,Rock Climbing
18,M,172.2,76.3,24.1,110,131,Weightlifting
24,F,171.1,62.8,23.5,109,126,Horseback Riding
56,F,154.4,53,34.2,109,131,Bicycle Riding
18,M,171,70,17,109,115,Dodgeball
18,M,180.5,60.3,9.8,109,135,Football
27,M,171.7,78,28.2,109,142,Walking
21,M,175.4,88.6,32.5,108,134,Jogging
24,F,169.7,51.8,22.3,108,137,Treadmill Running
18,M,176.8,87.6,22.8,108,117,Cycling
53,F,148.8,55.3,28.8,108,132,Swimming
25,F,158.5,50.2,29.8,108,141,Dancing
18,F,163.7,55.5,29.4,108,146,Aerobics
21,F,166,57.4,27.1,108,140,Gymnastics
25,M,175.3,88.9,30,107,139,Pilates
32,M,165.4,64.4,21.5,107,125,Yoga
22,F,164.2,63.8,33.5,106,125,Golf
54,M,167.4,73.5,27.8,106,128,Bowling
46,M,160.6,72.5,26.4,106,122,Table Tennis
18,M,178.3,69.5,15.7,106,128,Hiking
33,M,161.8,78.8,33.6,105,146,Tai Bo
18,M,170.8,80.9,28.8,105,128,Rock Climbing
24,F,172.9,75.4,39.1,105,132,Weightlifting
20,M,174.3,64.2,21.3,105,116,Horseback Riding
36,F,170,62.2,29,105,131,Bicycle Riding
17,M,178.7,76.1,13.9,105,115,Dodgeball
18,M,178.9,63.2,14,104,149,Football
44,F,166.7,95.2,41.7,104,135,Walking
18,M,169.9,81.2,27.9,104,139,Jogging
25,F,153.4,47.2,31.6,104,138,Treadmill Running
18,M,171.1,57.6,8.2,104,128,Cycling
64,F,160.3,55.6,29.4,103,121,Swimming
30,M,177.4,79.9,24.4,103,124,Dancing
19,F,159.2,59.5,34.3,103,135,Aerobics
16,F,147.9,48.9,29.3,103,138,Gymnastics
64,M,174.2,61.6,20.7,103,122,Pilates
15,M,174.8,60,12,102,115,Yoga
18,M,170.2,74.4,23,102,138,Golf
28,M,176,109.3,37.1,102,117,Bowling
15,M,163.7,72.2,35.7,102,153,Table Tennis
39,M,176.8,64.7,16.9,102,115,Hiking
24,F,170.6,64.4,27.6,102,123,Tai Bo
19,M,182.5,84.1,16.3,101,125,Rock Climbing
21,F,162.1,56.8,38.6,101,95,Weightlifting
18,M,168.3,65.3,21.7,101,120,Horseback Riding
50,F,157.5,72.3,41.3,101,144,Bicycle Riding
17,M,178.3,86.8,23.6,100,138,Dodgeball
33,F,159.2,55.1,25.6,100,138,Football
23,F,162.8,52.3,31.7,100,124,Walking
42,F,160.1,71.1,39.4,100,131,Jogging
54,M,165.8,71.6,23.4,100,114,Treadmill Running
20,M,172.7,78.1,26.3,100,142,Cycling
17,M,174.5,71.9,25.1,100,141,Swimming
18,M,169.9,55,15.3,100,120,Dancing
18,M,181.7,70.9,13,100,120,Aerobics
29,F,168.4,66.4,32.8,100,130,Gymnastics
30,F,154.3,66.7,35.3,100,116,Pilates
36,F,168.9,59.5,21.4,100,126,Yoga
36,M,177.7,75.6,22.3,100,123,Golf
59,M,169.2,56.7,19.5,100,142,Bowling
22,F,171.1,51.7,22.9,99,138,Table Tennis
57,M,164.6,68.1,25.8,99,128,Hiking
44,F,166.1,57,24.4,99,117,Tai Bo
17,M,177.5,71,18.5,99,123,Rock Climbing
58,M,153.2,56.9,25.8,99,133,Weightlifting
39,F,173.1,73.1,35.9,99,134,Horseback Riding
39,F,165.5,53.7,24.6,99,121,Bicycle Riding
60,F,151.7,50.4,23.4,99,126,Dodgeball
18,M,172.5,56.6,15.4,99,115,Football
21,F,160.4,48.4,25.1,99,138,Walking
17,M,175.6,72.2,10.5,99,115,Jogging
18,M,177.1,64.7,16.2,99,128,Treadmill Running
18,M,169.8,74.2,21.2,99,134,Cycling
17,M,173,74.46,24.5,99,120,Swimming
18,M,176.3,67.4,17.9,99,120,Dancing
49,F,155.6,50,25.6,99,117,Aerobics
13,M,176.6,80.9,21.4,99,119,Gymnastics
14,M,170.6,60.1,23.9,99,118,Pilates
57,F,157.5,65,42.5,99,119,Yoga
21,F,157.5,44.5,24.9,99,142,Golf
40,F,159.7,43.3,16.8,99,119,Bowling
48,F,165.9,49.8,17,99,118,Table Tennis
53,F,159.4,55.5,31.4,99,128,Hiking
45,F,159.9,57.22,34.1,99,133,Tai Bo
26,M,168,68.1,18.5,99,114,Rock Climbing
32,M,185.7,78.6,18.1,99,124,Weightlifting
18,M,169,67.8,14.7,99,111,Horseback Riding
60,F,159.8,65.1,35.7,99,127,Bicycle Riding
61,M,173.7,67,24.4,99,105,Dodgeball
57,F,161.6,75.7,34.1,98,140,Football
18,M,171.2,56.1,12.6,98,109,Walking
26,F,165.2,52.8,24.3,98,116,Jogging
46,F,159.2,49.9,23.2,98,140,Treadmill Running
15,M,180.5,64.1,16.7,98,138,Cycling
63,M,175,100.1,38.3,98,120,Swimming
18,M,181.1,62.7,11.2,98,150,Dancing
61,F,158.5,52.8,30.6,98,146,Aerobics
29,F,160.8,99.1,51.3,98,137,Gymnastics
44,M,174.8,74.6,23.8,98,120,Pilates
18,M,170.5,59.9,13.6,98,115,Yoga
19,F,166.4,65.1,38.5,98,140,Golf
18,M,170.2,54.6,8.3,98,125,Bowling
61,F,155.1,59.16,35.9,98,132,Table Tennis
20,M,164.5,60,18.2,98,120,Hiking
18,M,175.2,78.2,18.4,98,126,Tai Bo
19,M,161.6,56.9,12.8,98,119,Rock Climbing
60,F,162.4,67,29,98,112,Weightlifting
18,M,170.4,70.3,20.9,98,130,Horseback Riding
25,M,158.5,80.3,40.4,98,,Bicycle Riding
58,F,163.2,57.6,32.5,98,73,Dodgeball
18,M,180.5,78.9,23.8,98,129,Football
63,M,168.7,75.6,27.5,98,118,Walking
17,M,176.9,74.9,25.6,98,109,Jogging
19,F,171.3,64.7,28,98,140,Treadmill Running
25,M,175,69.9,18.3,98,,Cycling
20,F,165.1,75.2,40.6,97,140,Swimming
22,M,183.2,88.1,22.5,97,100,Dancing
24,F,167.2,56.7,28.1,97,120,Aerobics
24,F,168.2,58.2,21.1,97,119,Gymnastics
50,M,179.5,83.2,21.9,97,114,Pilates
18,M,173.7,60.2,17.5,97,125,Yoga
18,F,168,57.5,22,97,133,Golf
18,M,176.8,67.2,18.8,97,125,Bowling
19,M,178.8,61,14.9,97,136,Table Tennis
21,M,179.8,95,21.2,97,109,Hiking
18,M,172.9,72.7,14.3,97,121,Tai Bo
47,F,158.5,63.6,38.7,97,123,Rock Climbing
63,F,152.8,53.5,30.1,97,149,Weightlifting
27,F,160.6,58.9,29.8,97,132,Horseback Riding
21,M,180.9,89.2,33.3,97,128,Bicycle Riding
18,F,157,41,30,97,138,Dodgeball
24,M,173.9,83.3,29.2,97,,Football
55,M,163.7,64.5,26.2,97,132,Walking
27,M,172.6,71.6,28,96,140,Jogging
43,F,152.8,67.3,35.7,96,124,Treadmill Running
18,F,164.7,47.8,16.1,96,127,Cycling
22,F,171,56.5,30.5,96,128,Swimming
38,F,169.8,54.3,32.4,96,120,Dancing
63,M,174,98.2,28.6,96,119,Aerobics
18,M,169.3,62.4,15,96,113,Gymnastics
19,F,167.5,60.1,34.4,96,135,Pilates
18,M,172.5,61.5,8,96,89,Yoga
20,F,157.6,48.9,29.3,96,134,Golf
29,M,175.3,92.5,29.1,96,126,Bowling
28,M,169,62.3,26.4,96,125,Table Tennis
17,M,166.5,62.9,18.1,96,96,Hiking
35,M,173.3,77.5,20.7,96,120,Tai Bo
18,F,165,52.6,24.5,96,140,Rock Climbing
64,M,170,68.7,25.2,96,131,Weightlifting
54,M,173.6,74.9,26.3,96,116,Horseback Riding
34,F,162.5,61.1,31.1,96,120,Bicycle Riding
18,M,179.5,66.2,10.6,96,120,Dodgeball
62,M,166.3,73,24.4,95,116,Football
18,M,176.8,61.3,18.6,95,107,Walking
25,M,168,82.9,32.6,95,122,Jogging
28,M,176,65.5,18.2,95,86,Treadmill Running
62,M,177,77.8,21.2,95,114,Cycling
18,M,175.3,67.5,17.6,95,118,Swimming
47,M,174,83.6,30.1,95,121,Dancing
42,F,160.4,62.2,31.6,95,113,Aerobics
36,M,170.7,74.3,20.2,95,114,Gymnastics
18,M,168.6,52.1,16,95,130,Pilates
19,M,173.2,91.4,26.7,95,121,Yoga
43,F,154.4,65.5,44,95,143,Golf
21,M,177.5,50.3,10.4,95,103,Bowling
19,M,172.4,60.3,19.7,95,120,Table Tennis
23,M,166.8,71.9,26.4,95,122,Hiking
32,M,175,90.8,26.5,95,119,Tai Bo
18,M,173.6,83.6,37.1,95,124,Rock Climbing
25,M,163.1,55.1,20.1,95,121,Weightlifting
25,F,160.2,56,34.3,95,137,Horseback Riding
23,M,180.6,78.3,21.4,95,125,Bicycle Riding
57,F,157.2,65.7,33.3,95,124,Dodgeball
18,M,172.7,58.7,9.5,95,111,Football
14,F,163.2,54.9,31.7,95,124,Walking
24,M,170.5,66.3,26.5,95,119,Jogging
18,F,170.2,56,23.2,95,124,Treadmill Running
27,F,161,58.3,29.9,95,134,Cycling
30,M,181.8,89.3,23.9,94,120,Swimming
24,M,175.1,75.3,16.8,94,120,Dancing
23,M,182.4,80.1,20.8,94,104,Aerobics
23,F,167,50.8,23.5,94,125,Gymnastics
23,F,164.9,53.9,27.4,94,115,Pilates
15,M,154.1,46.3,14.1,94,114,Yoga
17,F,163.6,49,27.1,94,140,Golf
34,F,158.9,60.5,34.2,94,130,Bowling
18,M,178.4,72.9,21.9,94,129,Table Tennis
19,M,178.8,70.7,21.5,94,127,Hiking
24,M,168.8,84.5,26.2,94,113,Tai Bo
18,M,175.3,77.1,12.2,94,115,Rock Climbing
15,M,173.7,69.7,16.3,94,131,Weightlifting
25,F,157.6,77.7,40.1,94,145,Horseback Riding
15,M,158.3,52,15.9,94,116,Bicycle Riding
22,M,174.2,106.1,34.1,94,117,Dodgeball
19,F,170.2,62.1,25.7,94,127,Football
64,M,173.2,73.8,23.1,94,119,Walking
64,M,166.9,69.2,33.1,94,135,Jogging
48,F,172,77.5,40,94,126,Treadmill Running
62,M,169.5,61.7,14.4,94,108,Cycling
56,M,172.8,71.4,22.7,94,121,Swimming
19,M,173.8,73.1,22.3,94,119,Dancing
54,M,167.9,69.1,27.1,94,119,Aerobics
20,F,164.5,60.6,31.7,94,140,Gymnastics
18,M,168.3,73,20.9,94,110,Pilates
45,F,162.3,57.5,30.1,94,112,Yoga
63,M,154.2,60.2,29.1,93,116,Golf
26,M,176.2,66,10.7,93,191,Bowling
21,F,165.5,50.7,20.3,93,125,Table Tennis
46,M,168.6,73.5,24.2,93,121,Hiking
18,F,161.5,54.2,27.2,93,134,Tai Bo
21,M,177.8,70.4,10.5,93,128,Rock Climbing
18,M,172.5,62.3,10.9,93,114,Weightlifting
19,F,155.9,52,30.8,93,124,Horseback Riding
15,M,172,65.2,17.6,93,120,Bicycle Riding
36,M,178.3,76.7,13.5,93,114,Dodgeball
30,F,162.9,52.3,19.9,93,123,Football
22,F,166,46.5,23.6,93,130,Walking
63,M,170.3,80.6,30.5,93,125,Jogging
61,F,149.8,52.6,36.2,93,122,Treadmill Running
53,F,157,53.2,40.6,93,122,Cycling
19,M,170.3,58.1,15,93,116,Swimming
18,F,158.6,53.5,33.9,92,125,Dancing
30,F,171.8,57.6,15.8,92,135,Aerobics
61,F,155.4,58,28.3,92,111,Gymnastics
19,M,171.7,56.4,12.1,92,64,Pilates
58,F,164.2,72.1,39.4,92,125,Yoga
18,M,178.4,57.4,14.9,92,101,Golf
48,F,153.5,48.6,25.3,92,129,Bowling
60,F,156,47.9,20.5,92,123,Table Tennis
40,M,165.2,72.2,16.7,92,106,Hiking
19,M,182.2,94.5,27.6,92,115,Tai Bo
14,F,166.7,60,27.2,92,119,Rock Climbing
24,M,166.2,55.6,14.6,92,114,Weightlifting
62,M,171.7,69.5,22.4,92,111,Horseback Riding
61,M,174.5,73.7,25.1,92,121,Bicycle Riding
20,M,176.7,61.3,8.3,92,108,Dodgeball
64,F,153.9,71.3,40.3,92,121,Football
63,F,151.9,57.4,34.2,92,113,Walking
24,M,180.1,61.6,12.4,92,,Jogging
17,M,174.6,74.5,20,91,76,Treadmill Running
44,F,166.5,54.9,26.7,91,112,Cycling
17,M,174.6,86.8,29.7,91,135,Swimming
28,M,166.2,60.2,11.7,91,115,Dancing
58,F,162.7,45.7,16.2,91,116,Aerobics
23,M,168.9,66.7,24.1,91,128,Gymnastics
19,M,179.3,87.7,20.3,91,115,Pilates
18,M,167.8,60.6,25.3,91,142,Yoga
20,F,166.1,52.3,28.8,91,112,Golf
14,M,162.7,59.9,25.6,91,115,Bowling
18,M,172.5,73.3,18.4,91,117,Table Tennis
45,F,159.1,52.8,27.1,91,126,Hiking
18,M,175.6,75.9,19.5,91,138,Tai Bo
44,M,170.4,68.7,32.2,91,114,Rock Climbing
25,M,175.8,76,29.1,91,109,Weightlifting
44,M,182.1,82.9,27.5,90,126,Horseback Riding
47,F,179.2,63.5,22,90,120,Bicycle Riding
27,F,165,62.5,31.3,90,111,Dodgeball
63,M,172,81,31,90,114,Football
18,F,167.3,69.8,34.8,90,119,Walking
15,M,175.1,84.4,29.2,90,111,Jogging
64,F,161.1,84,44.8,90,128,Treadmill Running
26,F,164.3,76.4,45.4,90,134,Cycling
19,M,176.1,67.5,13.6,90,113,Swimming
20,M,176.1,78.7,30.9,90,112,Dancing
18,M,167.1,68.6,22.4,90,120,Aerobics
24,M,171.8,69.5,16.7,90,105,Gymnastics
19,M,170.2,62.3,16,90,117,Pilates
19,M,178.8,86.9,25,90,110,Yoga
18,M,168.8,71,21.5,90,111,Golf
35,M,171.2,71.4,26.1,90,110,Bowling
41,F,164.9,65.5,34.4,90,129,Table Tennis
19,M,166.2,57.4,10.2,90,128,Hiking
55,F,159.9,56.5,32.9,90,114,Tai Bo
20,M,174.3,79.8,19.6,90,112,Rock Climbing
17,M,173.3,67.4,26,90,114,Weightlifting
39,F,168.6,49,18.1,90,120,Horseback Riding
20,F,163.8,64.1,28.6,90,125,Bicycle Riding
49,F,166.5,71,39.8,90,112,Dodgeball
20,F,162.4,56.8,25.8,90,110,Football
21,F,160.8,47,18,90,122,Walking
27,M,171.2,81.5,29.3,90,120,Jogging
25,F,155,47.9,31.1,90,120,Treadmill Running
49,F,166.6,66.84,41,89,132,Cycling
63,F,153.7,47.4,26.1,89,114,Swimming
25,M,191.6,85.2,19,89,110,Dancing
27,M,173.4,77.9,22.8,89,122,Aerobics
27,M,177.3,95,28.3,89,115,Gymnastics
19,M,166.3,68.5,23.7,89,109,Pilates
50,F,160.5,62.3,36.4,89,123,Yoga
18,M,176.2,98.2,31.9,89,132,Golf
16,F,156.9,54.3,33.4,89,136,Bowling
55,M,168.1,76.8,27.3,89,99,Table Tennis
20,M,171.8,81.9,26.4,89,109,Hiking
46,F,158.9,57.02,33.7,89,128,Tai Bo
18,M,168.2,66.7,14.4,89,110,Rock Climbing
57,F,158.8,53.3,28.5,89,131,Weightlifting
56,F,152.1,57.7,30.7,89,116,Horseback Riding
14,F,160.7,49.1,26.7,89,119,Bicycle Riding
21,M,180,72.7,16.8,89,117,Dodgeball
22,F,154.6,56.7,35.5,89,119,Football
18,F,161.3,62,32.7,89,135,Walking
18,M,165.7,64.9,24.9,89,112,Jogging
29,F,157.5,50.7,25,89,122,Treadmill Running
17,F,160,68.3,35.8,89,129,Cycling
17,M,173.7,81.3,28.3,89,130,Swimming
60,M,165.3,81.3,31.4,88,121,Dancing
26,M,178.7,81.4,18.9,88,99,Aerobics
47,M,171.7,97.8,33.3,88,129,Gymnastics
24,F,164.8,55.3,25.8,88,115,Pilates
44,F,168.8,76.9,32.6,88,113,Yoga
18,F,159.6,68.4,43.5,88,142,Golf
42,F,165,61,32.7,88,113,Bowling
52,F,161.3,51.54,32.4,88,74,Table Tennis
18,M,176.4,70.1,12.1,88,101,Hiking
19,F,163.1,56.4,18.8,88,115,Tai Bo
21,M,177.7,107.3,32,88,121,Rock Climbing
27,F,161.9,41.8,20.6,88,131,Weightlifting
56,F,155,58,32.4,88,119,Horseback Riding
19,F,160,62.6,33.9,88,115,Bicycle Riding
64,M,173.8,85.5,24.5,88,120,Dodgeball
57,M,179.5,84.2,23.3,88,101,Football
53,F,161.8,64.5,36.4,88,131,Walking
52,F,158.5,75.3,42.5,88,128,Jogging
28,F,159.8,69.6,37.5,88,128,Treadmill Running
20,F,161,48.7,23.4,88,135,Cycling
27,F,158.4,50.5,29.5,88,103,Swimming
52,F,159.2,74.4,42.4,88,123,Dancing
42,M,171.1,84,32.5,87,109,Aerobics
25,M,172.6,60.8,11.5,87,124,Gymnastics
18,M,182.6,73.4,15.1,87,124,Pilates
60,M,167.8,76.9,28.1,87,124,Yoga
26,F,151.4,51.5,33.3,87,100,Golf
57,M,167.2,48.1,12.1,87,86,Bowling
29,F,162,59.7,23.2,87,120,Table Tennis
28,F,165.4,59.4,23.8,87,114,Hiking
19,M,183.8,68.5,13,87,114,Tai Bo
19,M,171.2,80.9,28.4,87,114,Rock Climbing
46,M,161,72.7,24.6,87,112,Weightlifting
22,M,174.3,88.6,24.4,87,107,Horseback Riding
61,M,163.9,62.5,20.6,87,119,Bicycle Riding
60,F,155.9,67.8,36.2,87,128,Dodgeball
61,F,155.1,56.4,29,87,130,Football
49,F,154.2,57.5,36.9,87,132,Walking
61,M,171.8,90.6,36.6,87,112,Jogging
61,M,166.4,62.9,22.7,87,112,Treadmill Running
22,M,179.9,91.5,26.4,87,114,Cycling
61,M,166,72.8,27.8,87,96,Swimming
25,F,173.3,55.7,25.2,86,112,Dancing
24,F,160.2,46.5,22.4,86,123,Aerobics
18,F,171.2,69,23,86,116,Gymnastics
18,M,180.2,70.4,16.4,86,123,Pilates
39,F,162.1,69.3,33.7,86,105,Yoga
57,M,174.1,78.5,28.9,86,111,Golf
23,M,183.2,108.2,27.9,86,120,Bowling
21,M,177.8,69.4,18.3,86,120,Table Tennis
18,M,182.8,83,14.7,86,118,Hiking
22,F,167.4,48.9,25.2,86,142,Tai Bo
45,F,160.4,60.3,29.1,86,114,Rock Climbing
17,M,166.5,67.2,15.4,86,104,Weightlifting
41,M,172.2,71.1,19.7,86,95,Horseback Riding
18,M,182.8,72.7,21.3,86,120,Bicycle Riding
22,M,172.6,63.5,19.5,86,127,Dodgeball
20,F,152.7,39.7,20.8,86,115,Football
35,M,181,87.08,24.1,86,100,Walking
18,F,164.2,53.3,26.2,85,124,Jogging
25,F,174,63.6,26.2,85,111,Treadmill Running
53,F,160.5,56,26.8,85,105,Cycling
48,F,153.5,54.1,34.7,85,106,Swimming
25,F,171.7,58.3,25.2,85,127,Dancing
21,F,158.2,52.6,29.7,85,117,Aerobics
24,F,165.8,50.5,16.6,85,129,Gymnastics
20,M,179.1,93.7,26.9,85,120,Pilates
